place_name,alternate_names,state,country,latitude,longitude,timezone_hours,altitude/elevation
Attapeu,AOU|Atpu|Attapeu|Attapu|Attapy|Attopeu|Attopu|Muang Mai|Muang Samakhixai|Muong Attopeu|a su po|atabyw|atape'u|atapyw|attape'u|attapi'u|attapu xian|xat pux,Attapu,Laos,14.81071,106.83184,7.0,100.0
Ban Houakhoua,Ban  Khojjaksjau|Ban Houakhoua|Ban Houayxay,Bokeo,Laos,20.2467,100.45401,7.0,361.0
Ban Siphom,Ban Siphom|Ban Sipnom|Xienghon|Xienghone,Xiagnabouli,Laos,19.56271,100.77419,7.0,564.0
Sekong,Sekong|Xekong|sekam|sekon|sekonga|skwng|sykwng|sykwnj,Xékong,Laos,15.34582,106.72368,7.0,148.0
Ban Bachiang,Bachiang|Ban Bachiang,Champasak Province,Laos,15.25312,105.93162,7.0,236.0
Ban Khoan,Ban Khoan|Ban Kwan|Golden Triangle|Zloty Trojkat|Zolotij Trikutnik,Bokeo,Laos,20.35008,100.09022,7.0,373.0
Zahle,QZQ|Sahla|Zachle|Zahla|Zahlah|Zahle|Zahleh|Zakhla|Zakhle|jahale|jaheulle|zahale|zahile|zare|zha he lei|zhlh|zhlh  lbnan|zhlt,Bekaa,Lebanon,33.84675,35.90203,2.0,963.0
Tripoli,KYE|Tarabulus|Trablous|Trablussam|Tripol|Tripole|Tripoli|Tripoli i Libanon|Tripolis|Tripolo|Tripuli|Trypali|Trypolis|de li bo li|teulipolli|toripori|trabls|trabls alsham|tripoli|trippeali|trypwly,North Lebanon,Lebanon,34.43352,35.84415,2.0,51.0
Tyre,Es Sur|Sor|Sour|Sur|Surru|Tir|Tiro|Tyr|Tyras|Tyre|Tyros|Tyrus|Tyuros|alswr|swr|tai er|tirusu|zr|zwr,South Governorate,Lebanon,33.27333,35.19389,2.0,7.0
Chmistar,Chemestar|Chmistar|Shmistar|shmstar,Baalbek-Hermel Governorate,Lebanon,33.96472,36.0175,2.0,1137.0
Chaat,Chaat|Chaate|Sha`th,Baalbek-Hermel Governorate,Lebanon,34.14222,36.23111,2.0,1015.0
Sidon,Cidono|QSQ|Saida|Sajda|Sayda|Sido|Sidon|Sidona|Sidonas|Sidone|Sidoni|Sidun|Sydon|Szidon|sai da|saida|si dxn|sidana|sidon|sidona|sidoni|syda|zydwn,South Governorate,Lebanon,33.55751,35.37148,2.0,9.0
Ra's Bayrut,,Beirut,Lebanon,33.9,35.48333,2.0,35.0
Qana,Cana|Kana|Kanao|Qana|kana|qana,South Governorate,Lebanon,33.20889,35.29944,2.0,315.0
Kfar Kila,Kafr Kila|Kfar Kila|Kfarkila|kfr kla,Nabatieh,Lebanon,33.27734,35.55197,2.0,573.0
Jounieh,Ciwni|Cuenye|Djounie|Dzhunija|Dzunije|Jounie|Jounieh|Juniyah|Tzounigia|g'wnyh|jwnyh,Mount Lebanon,Lebanon,33.98083,35.61778,2.0,40.0
Byblos,Bibl|Biblo|Biblos|Biblos (Biblos)|Biblus|Bueblosz|Byblos|Byblus|Cuebeyl|Djebail|Dschubail|Gebal|Gubayl|Gubla|Jbail|Jbayl|Jbeil|Jebail|Jebeil|Jubayl|JubaylBiblus|Kypt (Keben)|Kypt (Kepen)|Vyvlos|biburosu|byblws|gbl|jbyl|jbylbyblws|vyvlos,Mount Lebanon,Lebanon,34.12111,35.64806,2.0,33.0
Aarsal,Aarsal|`Arsal|`Irsal,Baalbek-Hermel Governorate,Lebanon,34.17944,36.42083,2.0,1407.0
Hrajel,Harajil|Hrajel|hrajl,Mount Lebanon,Lebanon,34.01722,35.79244,2.0,1325.0
Halba,Aakar|Akkar|Halba|Halbe|Khalba|`Akkar|halaba|halba|haruba|hlba,Akkar,Lebanon,34.54278,36.07972,2.0,157.0
Habbouch,Habbouch|Habboush|Habbush|Khabbushe|hbwsh,Nabatieh,Lebanon,33.40729,35.48169,2.0,457.0
Deir el Ahmar,Dayr al Ahmar|Deir el Ahmar|DeirelAhmar,Baalbek-Hermel Governorate,Lebanon,34.12528,36.13111,2.0,1032.0
Boudai,Boudai|Bouday|Boudaye|Buda'i|Buday,Baalbek-Hermel Governorate,Lebanon,34.06111,36.06111,2.0,1073.0
Bsharri,Basharri|Bcharre|Bcharreh|Bcharri|Becharri|Besherri|Bisari|Bischarri|Biserri|Bishari|Bisharri|Bsari|Bsarre|Bsharri|Bsherri|bshry|bsry,North Lebanon,Lebanon,34.25083,36.01056,2.0,1442.0
Beirut,BEY|Baeyrut|Bairut|Bayrut|Beiriut|Beiroet|Beirot|Beirots|Beirout|Beirut|Beiruta|Beirutas|Beirute|Bejrut|Bejrut oshs'|Bejruti|Bejruto|Berut|Berytos|Berytus|Bewout|Beyrouth|Beyrut|Birut|bairut|bairuta|bayrut|bei lu te|beiluteu|beiruti|beiruto|berut|beruta|beyaruta|beyruta|biruta|byrwt|byyrwt|peyrut,Beirut,Lebanon,33.89332,35.50157,2.0,40.0
Baalbek,Ba`albak|Ba`labak|Ba`labakk|Baal'bek|Baalbeck|Baalbek|Baalbekas|Baalmpek|Baglabek|Heliopolis|ba lei bei ke|ba'alabeka|baalbekeu|baalbeki|balabeka|balbeka|barubekku,Baalbek-Hermel Governorate,Lebanon,34.00583,36.21806,2.0,1183.0
Baabda,B`abda|Baabda|Babda|ba bo da|baabuda|babada|babda|babeuda|babida,Mount Lebanon,Lebanon,33.83389,35.54417,2.0,215.0
Aaitanit,Aaitanit|Aitanit|Aitanite|`Aitaneet|`Ayn Tanit|`Aytanit,Bekaa,Lebanon,33.56139,35.67028,2.0,1051.0
Sarafand,As Sarafand|Es-Sarafand|Sarafand|alsrfnd|srfnd,South Governorate,Lebanon,33.44948,35.29948,2.0,90.0
En Naqoura,An Naqurah|An-Nakura|Ehn-Nakura|En Nakura|En Naqoura|En Naqura|En-Nakura|En-Naqourah|Enn Naqoura|Nakura|Naqoura|Naqura|alnaqwrh|alnaqwrt|nakura|naqwrh,South Governorate,Lebanon,33.11806,35.13972,2.0,174.0
Nabatiye et Tahta,An Nabatiyah at Tahta|NABATIEH TAHTA|Nabatieh|Nabatija i Takhta|Nabatija va Takhta|Nabatija zhana Takhta|Nabatiye et Tahta|Nabatiye va Tahta|Nabatiye ve Tahta|alnbtyt walthta|nabati'e eta tahata|nabatiye eta tahata|nabatiye ke tahita|nbtyh w thta|nbtyh walthta,Nabatieh,Lebanon,33.37889,35.48389,2.0,428.0
El Hermel,Al Harmal|Al Hirmil|El Hermel|Hermel|Hermil|Hirmil|Hurmal|alhrml,Baalbek-Hermel Governorate,Lebanon,34.39417,36.38472,2.0,743.0
Ghazieh,Al Ghaziyah|El Ghaziye|El Rhaziye|Gazije|Ghazie|Ghazieh|Ghaziye|Ghaziyeh|alghazyt,South Governorate,Lebanon,33.5175,35.36889,2.0,59.0
Batroun,Al Batrun|Batroun|Batrun|Botrys|albtrwn,North Lebanon,Lebanon,34.25528,35.65806,2.0,13.0
Aley,Aaley|Alajkh|Alayh|Alei|Alej|Aley|Alia|Aliye|Alley|`Alayh|`Aleih|`Aliyah,Mount Lebanon,Lebanon,33.80528,35.6,2.0,878.0
Aajaltoun,Aajaltoun|Aajeltoun|Ajaltoun|Ajeltoun|`Ajaltun,Mount Lebanon,Lebanon,33.96528,35.68278,2.0,882.0
Vieux Fort,V'jo-For|Vieux Fort|bhiyaksa phorta|byufoto|fyw fwr|vi'o phorata|vyu phorta|wyw fwr|wyw fwrt,Vieux-Fort,Saint Lucia,13.71667,-60.95,-4.0,76.0
Soufriere,Soufriere|Soufriere Town|Sufrier|sofri'ara|sophri'era|sufurieru|suphriyera|swfryr|swfryyr,Soufrière,Saint Lucia,13.85616,-61.0566,-4.0,12.0
Micoud,Micoud|Mikud|mikauda|mikoda|mikuda|mikudi|mikudo|mykwd,Micoud,Saint Lucia,13.81667,-60.9,-4.0,11.0
Laborie,Labori|Laborie|labari|labori|labwry|rabori,Laborie,Saint Lucia,13.75,-60.98333,-4.0,20.0
Gros Islet,Gro-Izle|Gros Ilet|Gros Islet|Gros Islet Village|Nisida Nkros|grasa isaleta|grosa isaleta|grosa isleta|grws ayslt|gurosuisuretto|jrws ayslyt,Gros-Islet,Saint Lucia,14.06667,-60.95,-4.0,58.0
Dennery,Deneri|Dennery|denari|deneri|dnry|dynry,Dennery,Saint Lucia,13.91409,-60.89132,-4.0,19.0
Choiseul,Choiseuil|Choiseul|Shuazel'|chwazwl|co'isela|co'isi'ula|shoizuru|shwazwl,Choiseul,Saint Lucia,13.77273,-61.04931,-4.0,21.0
Castries,Castries|Kastri|Kastrijs|Kastris|Kastrizo|Kastry|Kastrys|Port Castries|ka si te li|kaeseuteuliseu|kasatarisa|kastris|kastrys|kasutorizu|kestrijha|qstryz,Castries,Saint Lucia,13.9957,-61.00614,-4.0,119.0
Bisee,Bisee,Castries,Saint Lucia,14.02429,-60.97445,-4.0,48.0
Anse La Raye,Ans-la-Reh|Anse La Raye|Anse-La-Raye|La Raye|anase la re|ans la ray|ans la ry|ansurarei|ayns la ry|ensa la re,Anse-la-Raye,Saint Lucia,13.94619,-61.03879,-4.0,99.0
Vaduz,Bantouz|QVU|Vaduc|Vaducas|Vaduz|Vaduzo|fadoutsu|paducheu|vadutsi|wa dou zi,Vaduz,Liechtenstein,47.14151,9.52154,1.0,465.0
Triesenberg,Triesenberg|Trizenberg|torizenberuku|tri'esenabaraga|tri'esenabarga|trisenabarga|tryznbrg|tryznbrgh,Triesenberg,Liechtenstein,47.11815,9.54197,1.0,854.0
Triesen,Triesen|Trizen|tirizani|torizen|tri'esana|trisena|tryzn,Triesen,Liechtenstein,47.10752,9.52815,1.0,500.0
Schellenberg,Schellenberg|Shellberg|Shellenbergg|selenabaraga|selenabarga|sherenberuku|shlnbrg|shyln brg|shylynbrgh,Schellenberg,Liechtenstein,47.23123,9.54678,1.0,631.0
Schaan,Schaan|Schan|Shaan|sana|shaan|shan,Schaan,Liechtenstein,47.16498,9.50867,1.0,453.0
Ruggell,Rugell|Ruggell|Ruggell'|rugela|ruggeru|rwgl|rwjyl,Ruggell,Liechtenstein,47.23799,9.5254,1.0,434.0
Planken,Blanken|Planken|blankn|palainkena|plankena|plankn|plyankena|puranken,Planken,Liechtenstein,47.18516,9.54437,1.0,785.0
Mauren,Mauern|Mauren|Mauren FL|marena|mauren|maurena|morena|mwrn,Mauren,Liechtenstein,47.21805,9.5442,1.0,452.0
Gamprin,Gambrin|Gamprin|Gamprin-Bendern|gaimprina|ganpurin|gmpryn|gyamprina|gymprn|jmbryn,Gamprin,Liechtenstein,47.22038,9.50935,1.0,470.0
Eschen,Ehshen|Eschen|ashn|ayshn|esana|esena|esshen|isana,Eschen,Liechtenstein,47.21071,9.52223,1.0,446.0
Balzers,Bal'cers|Balzers|balajaraza|balajarsa|baljarsa|baltsrz|balzrz|baruzasu,Balzers,Liechtenstein,47.06661,9.50355,1.0,476.0
Welisara,Welisara,Western Province,Sri Lanka,7.0281,79.9014,5.5,11.0
Weligama,Weligama,Southern Province,Sri Lanka,5.97501,80.42968,5.5,8.0
Wattegama,,Uva Province,Sri Lanka,6.7989,81.4808,5.5,105.0
Wattala,Wattala|vattalai,Western Province,Sri Lanka,6.98918,79.89167,5.5,6.0
Vavuniya,Vavunija|Vavuniya|Vavuniya Town|Vavuniyava|babuniya|vavuniya|wawwnya|wawwnyya,Northern Province,Sri Lanka,8.7514,80.4971,5.5,104.0
Valvedditturai,Valvedditturai|Valvediturai|Valvettithurai|Valvettitturai|Valvettiturai|Valvettitureyi|falftythwry|valavetithura'i|valvettitturai|vuerivuchittofurai|wa er wei ti tu lai,Northern Province,Sri Lanka,9.81667,80.16667,5.5,10.0
Vakarai,Vakarai|vakarai|wakaray,Eastern Province,Sri Lanka,8.13333,81.43333,5.5,9.0
Trincomalee,TRR|Trikomali|Trikunamalaja|Trincomalee|Trincomali|Trinkomale|Trinkomalee|Trinkomali|Trinkomalis|Trinquemalay|Trynkamali|teulingkomalli|ting ke ma li|tirinikwemale|tirukkeanamala|tirukkonamalai|torinkomari|trinakomali|trinkomali|trnkwmaly|trynkwmaly,Eastern Province,Sri Lanka,8.5778,81.2289,5.5,10.0
Tangalle,Tangalla|Tangalle,Southern Province,Sri Lanka,6.02338,80.79738,5.5,22.0
Ratnapura,Ratnapur|Ratnapura|Ratnapury|irattinapuri|la te na pu lei|lateunapula|ratanapura|ratn pu ra|ratnabwra|ratnapura|ratounapura|rtn pwra,Sabaragamuwa Province,Sri Lanka,6.6858,80.4036,5.5,73.0
Puttalam,Poutalam|Putalama|Putalamas|Putalao|Puttalam|bwtalam|pat tala m|pattalama|pu ta la|pu ta lei mu|pu ta lei mu qu|putallam|puttalam|puttalama|puttaramu|pwtalam,North Western Province,Sri Lanka,8.0362,79.8283,5.5,8.0
Pottuvil,AYY|Pottuvil|Pottuville,Eastern Province,Sri Lanka,6.8762,81.8267,5.5,7.0
Polonnaruwa,Cidade Antiga de Polonnaruva|Palanaruva|Polannaruvai|Polonarouga|Polonaruva|Polonnaruva|Polonnaruwa|bo long na lu wo|bwlwnarwa|palonnaruya|pealannaruva|peullonawa|po lxn na ru wa|polannaruvai|polonanaruva|polonaruva|polonnaruva|poron'naruwa|pwlwnarwwa|pwlwnnarwwa,North Central Province,Sri Lanka,7.93965,81.00274,5.5,60.0
Point Pedro,Point Pedro|Pojnt-Pedro|paruttitturai|pei de luo jiao|pwynt pdrw,Northern Province,Sri Lanka,9.81667,80.23333,5.5,12.0
Pita Kotte,Pita Kotte,Western Province,Sri Lanka,6.8905,79.9015,5.5,20.0
Peliyagoda,Peliyagoda,Western Province,Sri Lanka,6.9685,79.8836,5.5,7.0
Panadura,Panadoura|Panadura|Panadure|Pananturai|Pandura|ban na dou la|banadwra|pa ne du lei|panadoura|panadula|panadura|panadwra|panadyura|pananturai|penadura|phna dura|pyanadora,Western Province,Sri Lanka,6.7132,79.9026,5.5,10.0
Nuwara Eliya,NUA|Nuvara-Ehlija|Nuvara-Elija|Nuwara Elija|Nuwara Eliya|Nuwari Eliya|nu wo lei ai li ye|nuvareliya|nuwala elliya|nwara alya|nwwara alyya,Central Province,Sri Lanka,6.97078,80.78286,5.5,1868.0
Negombo,Negombas|Negombo|Negumbo|Neqombo|Nirkolumpu|ne kxm bo|negombo|nei gong bo|nghwmbw|ngwmbw|nigonbo|nirkolumpu|njwmbw|nygwmbw,Western Province,Sri Lanka,7.2083,79.8358,5.5,8.0
Mulleriyawa,Mulleriyawa,Western Province,Sri Lanka,6.933,79.9297,5.5,8.0
Mullaittivu,Mullaitivu|Mullaittivu,Northern Province,Sri Lanka,9.268,80.815,5.5,8.0
Dehiwala-Mount Lavinia,Dehivala-Galkissa|Dehivala-Maunt Lavinia|Dehivala-Maunt Lavinija|Dehiwala-Galkissa|Dehiwala-Mount Lavinia|Dekhivala-Maunt-Lavinija|Mount Lavania|Mount Lavina|Mount Lavinia|Mount Laviniya|Tehivalai-Kalkicai|dai xi wa lei-mang te la wei ni|dehi'oyala-ma'unta labhiniya|dehivala-ma'unta laviniya|dhywala-mawnt lawynya|tehivalai-kalkicai|tekivalai-kalkicai,Western Province,Sri Lanka,6.84019,79.87116,5.5,16.0
Moratuwa,Moratuva|Moratuwa|mo la tu wa|moratouwa|morattuvai|mwratwwa,Western Province,Sri Lanka,6.773,79.8816,5.5,10.0
Monaragala,Monaragala|Monaragalla|Moneragala,Uva Province,Sri Lanka,6.8714,81.3487,5.5,151.0
Minuwangoda,Minuwangoda|minuvankota,Western Province,Sri Lanka,7.1663,79.9533,5.5,18.0
Matara,Matara|Mattarai|ma ta la|mata ra|matala|matara|mattarai,Southern Province,Sri Lanka,5.94851,80.53528,5.5,9.0
Matale,Matale|Matale Town|Mattalai|ma tale|ma te lai|matal|matale|matalleu|matare|matel|mathala|mattalai|mtalh,Central Province,Sri Lanka,7.4698,80.6217,5.5,366.0
Mannar,Manaar|Manar|Mannar|Mannar Town|Mannarama|man'naru|manar  sry lnka|mannar,Northern Province,Sri Lanka,8.98945,79.87842,5.5,9.0
Maharagama,Maharagama|Makharagama|ma ha la gu ma|maharagama|makarakama,Western Province,Sri Lanka,6.848,79.9265,5.5,26.0
Kurunegala,Kornegalle|Kurunegal|Kurunegala|Kurunegald|krnygala|krwnygala|kulunegalla|kurunakal|kurunegala|kurunegara|kwrwnyghala,North Western Province,Sri Lanka,7.4839,80.3683,5.5,146.0
Kuliyapitiya,Kuliyapitiya|kuliyappitti|kuriyapitiya|kwlyapytya|kwlyyapytyya,North Western Province,Sri Lanka,7.4688,80.0401,5.5,33.0
Sri Jayewardenepura Kotte,DWO|Kolompo|Kotte|New Capital Territory|Shri-Dzhajavardenepura-Kotte|Sri Dzajavardenepura|Sri Jayavardhanapura|Sri Jayawardenapura|Sri Jayawardenepura|Sri Jayawardenepura Kotte|Sri Jayewardanapura Kotte|Sri Jayewardanepura|Sri Jayewardanepura Kotte|Sri Jayewardenepura Kotte|kotte|seulijayawaleudanapula|surijayawarudanapurakotte,Western Province,Sri Lanka,6.88297,79.90708,5.5,27.0
Kotikawatta,Kotikawatta,Western Province,Sri Lanka,6.9269,79.9095,5.5,16.0
Kolonnawa,Kolonnawa,Western Province,Sri Lanka,6.9329,79.8848,5.5,20.0
Kilinochchi,Kilinochchi|Killinochchi|ji li nuo qi|kilineacci|kilinocci|kirinotchi,Northern Province,Sri Lanka,9.3961,80.3982,5.5,24.0
Keppapularu,Keppapularu|Keppapulavu,Northern Province,Sri Lanka,9.2754,80.7553,5.5,20.0
Kelaniya,Kelanai|Kelanigia|Kelaniya|gei la ni ya|kai la ni ya|kalani|kelaniya|klanyya|kyaraniya,Western Province,Sri Lanka,6.9553,79.922,5.5,10.0
Kegalle,Keballa|Kegale|Kegalla|Kegalle|Kenkale|ka ge la|kagal|kai ge lei|kegal|kegala|kegalle|kegarra|kegela|kekalai|kgalh|khe kal l|kigala|kyjalla,Sabaragamuwa Province,Sri Lanka,7.2523,80.3436,5.5,176.0
Katunayaka,Katunayaka|Katunayaka North|Katunayake,Western Province,Sri Lanka,7.16992,79.88837,5.5,13.0
Kataragama,Kataragama|Katirkramam|kataragama|katirkamam|ktr kham,Uva Province,Sri Lanka,6.4134,81.3346,5.5,48.0
Kandy,KDW|Kandi|Kandis|Kandy|Mahanurora|Mahanuvara|Mahanuwara|kaendi|kaindi|kandi|kandy|kang ti|kanidi|kanti|kendi|kndy|kyandi,Central Province,Sri Lanka,7.2906,80.6336,5.5,500.0
Kandana,Kandana|kandana|kantanai,Western Province,Sri Lanka,7.048,79.8937,5.5,9.0
Kalutara,KTY|Kaloutara|Kalutara|Kalutara South|ka lu ta la|kallutala|kalu tha ra|kalutara|kalutturai|kalwtara|karutara|katurata,Western Province,Sri Lanka,6.5831,79.9593,5.5,7.0
Kalmunai,Kalmunai|Kalmune|kalmunai,Eastern Province,Sri Lanka,7.40902,81.83472,5.5,10.0
Jaffna,Dzafn|Dzafna|Dzhafna|JAF|Jaffna|Jaffna Town|gu fu na|jafna|jafuna|japeuna|japhana|japhna|japna|jfna|yalppanam,Northern Province,Sri Lanka,9.66845,80.00742,5.5,7.0
Ja Ela,Ja Ela|ja-ela,Western Province,Sri Lanka,7.0744,79.8919,5.5,13.0
Horana South,Horana|Horana South,Western Province,Sri Lanka,6.7159,80.0626,5.5,23.0
Homagama,Homagama,Western Province,Sri Lanka,6.844,80.0024,5.5,37.0
Hendala,Hendala,Western Province,Sri Lanka,6.9909,79.883,5.5,18.0
Hatton,Hatton|NUF|hattan,Central Province,Sri Lanka,6.8916,80.5955,5.5,1271.0
Hanwella Ihala,Hanvellaik Kottai|Hanwaella Balakotuwa|Hanwella Ihala,Western Province,Sri Lanka,6.9012,80.0852,5.5,14.0
Hambantota,Champantota|HRI|HTT|Hambambota|Hambanbota|Hambantota|Hambatota|Khambantota|ampantottai|hambanatota|hambantota|hambantwta|han ban tuo ta|hanbantota|hyambantota,Southern Province,Sri Lanka,6.1241,81.1185,5.5,10.0
Gampola,Gambpola|Gampola|Gampola Town|Nkampola|gaempolla|gampola|gampwla|gan bo luo|ganpora|gempala|gempola|ghambwla|grampwla|jambwla|jia mu bo lei|kambala|kampalai|kham pa ha,Central Province,Sri Lanka,7.1643,80.5696,5.5,492.0
Gampaha,Gampacha|Gampaha|Gampakha|Nkampacha|Qampaha|gampaha|ganpaha|gemapaha|gempaha|jambaha|jia mu po ha|kampaka|kham pa ha|kolambiya,Western Province,Sri Lanka,7.0897,79.9925,5.5,21.0
Galle,Gale|Galla|Galle|gal|gala|gale|gali|galla|galy|ghaly|goru|jia lei|kali|kxll,Southern Province,Sri Lanka,6.0461,80.2103,5.5,24.0
Eravur Town,Ehravure|Eraur|Eravur|Eravur Town|eravur,Eastern Province,Sri Lanka,7.7782,81.6038,5.5,10.0
Devinuwara,Devinuvara|Devinuwara|Dewinuwara|Dewundara|Dondra,Southern Province,Sri Lanka,5.92825,80.5888,5.5,16.0
Dambulla,DBU|Dambul|Dambula|Dambulla|dambulla|dan bu lei|danburra|tampullai,Central Province,Sri Lanka,7.86,80.65167,5.5,168.0
Colombo,CMB|Colombo|Columbo|Columbum|Kalomba|Kolombas|Kolombo|Kolompo|Kolonbo|ge lin bao|kalambo|kalombo|ke lun po|kealambea|kholambo|klmbw|kolabo|kolambo|kollombo|kolumpu|kolunbu|koronbo|kwlmbw|kwlwmbw|qwlwmbw,Western Province,Sri Lanka,6.93548,79.84868,5.5,7.0
Chilaw,Chilan|Chilav|Chilaw|Chilaw Town|Chillaw|Cilava|Cilavas|Tsiloou|chi lxw|chillao|chirau|chylaw|cila'u|cilapam|cilav|cilava|cilo|qi luo|tshylw,North Western Province,Sri Lanka,7.57583,79.79528,5.5,8.0
Beruwala,Beruwala,Western Province,Sri Lanka,6.4788,79.9828,5.5,-9999.0
Bentota,BJT|Bentota|bantota|beentata|ben to ta|ben tuo te|benatota|bentota|bntwta|byntwta|ceske budejobhise|pentottai,Southern Province,Sri Lanka,6.42598,79.99575,5.5,8.0
Beliatta,Beliatta,Southern Province,Sri Lanka,6.0496,80.73252,5.5,39.0
Batticaloa,BTC|Batikaloa|Batticaloa|Batticoloa|Battikaloa|Batykaloa|Madakalapuva|Madakalapuwa|Madakalapuwra|Maddakkalabbu|Mattakkalappu|ba ti ka luo a|battikalova|battikaroa|batykalwa|mattakkalappu,Eastern Province,Sri Lanka,7.7102,81.6924,5.5,17.0
Battaramulla South,Battaramulla|Battaramulla South|ba te la mu la|bataramwla|pattaramullai,Western Province,Sri Lanka,6.8964,79.9181,5.5,11.0
Badulla,Badula|Badull|Badulla|Badully|ba du lei|badourra|badula|badulla|badwla|patulai,Uva Province,Sri Lanka,6.9802,81.0577,5.5,683.0
Anuradhapura,ACJ|Aneuradhapura|Anuradhapur|Anuradhapura|Anuradhapura Town|Anuradhapuraja|Anuradipura|Anuradkhapura|a nu la de pu lei|a nu la de pu lei wang guo|anuladapula|anuradapura|anuradhapura|anuradhapuram|anuradkhapura|anuratapuram|anwradabwra|anwradapwra|xnu rath pu ra,North Central Province,Sri Lanka,8.31223,80.41306,5.5,100.0
Ampara,ADP|Ampara|Amparai|Ampari|amparai,Eastern Province,Sri Lanka,7.29754,81.68202,5.5,37.0
Ambalantota,Ambalantota,Southern Province,Sri Lanka,6.1196,81.0214,5.5,7.0
Ambalangoda,Ambalangoda|Ambalangoddi,Southern Province,Sri Lanka,6.2355,80.0538,5.5,13.0
Horawala Junction,,Western Province,Sri Lanka,6.48088,80.12708,5.5,100.0
Wellawaya,Vellavaja|Wellawaya,Uva Province,Sri Lanka,6.73694,81.10279,5.5,188.0
Zwedru,Tchien|Zvedru|Zwadhru|Zwedru|jbedru|jvedru|zavedaru|zuuedouru|zwdrw|zwydrw,Grand Gedeh County,Liberia,6.06846,-8.13559,0.0,221.0
Zorzor,Zorzor|zuo er zuo er|zwrzwr,Lofa County,Liberia,7.77944,-9.43028,0.0,461.0
New Yekepa,Jekepa|Lamco|Lamco Community|New Yekepa|Yekepa|iekepa|ye kai pa|ykypa|yqph,Nimba,Liberia,7.57944,-8.53778,0.0,510.0
Voinjama,VOI|Voindzhama|Voinjama|Voinyamai|Voinzhama|Vonjama|bho'inajama|fwynjama|vo'inajama|vo'injama|voyinijama|vuoinjama|wwynjama|wynjama,Lofa County,Liberia,8.42194,-9.74778,0.0,550.0
Tubmanburg,Bomi Hills|Tubmanburg|Vai Tieda|Vaitown|tabamanabarga|tabamyanabarga|tabmnbrg|tabumanbagu|tubamanabaraga|twbmanbrj,Bomi County,Liberia,6.87064,-10.8211,0.0,71.0
Fish Town,Balyk Shakhary|Datoda|Fish Town|Fish Town City|Fish-Taun|Gida Gida|Tendekehn|fisshutaun|fysh tawn|phisa ta'una,River Gee County,Liberia,5.19739,-7.87579,0.0,199.0
Sanniquellie,Sanaquelli|Sangbui|Saniquellie|Sanniguellie|Sannijkelli|Sanniquellie|Sanniquellie City|Sanokole|Sanokwele|Sanokwelle|Sanoquelli|Sanquilly|Senbui|san'nikueri|sanikaveli|saninikiweli|sannikoyeli|sannikveli|sanykwly|sanykwyly,Nimba,Liberia,7.36215,-8.71326,0.0,430.0
Saclepea,Sacleipie|Saclepea|Sagleipie|Sakalapie|Saklape|Sakripie|Sakriple,Nimba,Liberia,6.9625,-8.84056,0.0,245.0
Robertsport,Port Robert|Robert Port|Roberts Port|Robertson|Robertsport|Robertstown|rabaratasaporata|rabartasaporta|rabrtspwrt|robartsaporta|robatsupoto|rwbrtsbwrt,Grand Cape Mount County,Liberia,6.75329,-11.3671,0.0,25.0
River Gbeh,River Gbe,River Gee County,Liberia,5.21194,-7.66806,0.0,102.0
River Cess,Cesstos City|Cestos City|Niboinkui|RVC|Reka Sess|River Cess|River Cess Settlement|River Sess|River-Sess|Rivercess|ribasesu|ribhara sesa|rivara sesa|rwdkhanh ss|ryfr sys|rywr sys|synd sys|wenidi sesi,River Cess County,Liberia,5.45683,-9.58167,0.0,5.0
Pleebo City,Plebo|Pleebo|Pleebo City|Plibo|blybw|plybw|pu li bo|purebo,Maryland County,Liberia,4.58953,-7.67218,0.0,57.0
Monrovia,MLW|Manrovija|Monrobia|Monrofia|Monrovi|Monrovia|Monrovii|Monrovija|Monrovio|Monroviya|Monrowia|manarobhiya|manroweiy|manrwwya|meng luo wei ya|monarovi'a|monlobia|monrobia|monrovhiya|monrovia|monroviya|mwnrwbyh|mwnrwfya|mwnrwwya,Montserrado County,Liberia,6.30054,-10.7969,0.0,32.0
Kakata,Kakata|Kakata City|Kakta|kakata,Margibi County,Liberia,6.53104,-10.35368,0.0,97.0
Karnplay,Kahnpie|Kahnple|Kamplay|Kaple|Karnplay,Nimba,Liberia,7.26972,-8.50389,0.0,366.0
Harper,CPA|Cape Palmas|Harper|Harper City|Kharper|hapa|harapara|harbr|harpara|harpr,Maryland County,Liberia,4.3782,-7.71081,0.0,14.0
Harbel,Harbel,Margibi County,Liberia,6.24683,-10.35642,0.0,10.0
Greenville,Greenville|Greenville City|Grinvill|SNI|Sino|Sinoe|Sinu|Sinu Village|grinabhila|grinavila|gryn wyl|gurinbiru|jrynfyl,Sinoe County,Liberia,5.01133,-9.0388,0.0,10.0
Gbarnga,Gbanga|Gbanka|Gbarnga|Gbarnga City|Gbarnge|Gbarnka|gabaranaga|gbaranga|gbarnaga|gbarnga|ghbarngha|gubarunga,Bong County,Liberia,6.99543,-9.47122,0.0,253.0
Ganta,Ganta,Nimba,Liberia,7.30222,-8.53083,0.0,408.0
Ganta,Gahnpa|Ganta,Nimba,Liberia,7.235,-8.98444,0.0,282.0
Foya Kamara,FOY|Foya Kamala Number 2|Foya Kamara|Foya Kamara Number 2|Foya Kamara Number Two,Lofa County,Liberia,8.36028,-10.20639,0.0,484.0
